event_id,case_id,internal_id,actor,activity,timestamp,bot_label,tool_source,catalyst_case_id,catalyst_message_id,catalyst_activity,catalyst_message_ts
8512,3bb25571-22f0-4734-ac79-e4f00721d72d,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-29T11:31:34.167474,,,,,,
8513,3bb25571-22f0-4734-ac79-e4f00721d72d,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-29T11:40:33.138336,,,,,,
8514,3bb25571-22f0-4734-ac79-e4f00721d72d,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-29T11:40:33.138336,,,,,,
8515,3bb25571-22f0-4734-ac79-e4f00721d72d,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-29T11:47:56.399446,,,,,,
8516,3bb25571-22f0-4734-ac79-e4f00721d72d,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-29T11:47:56.399446,,,,,,
8517,3bb25571-22f0-4734-ac79-e4f00721d72d,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-29T11:56:06.904663,,,,,,
8518,3bb25571-22f0-4734-ac79-e4f00721d72d,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-29T11:56:06.904663,,,,,,
8519,3bb25571-22f0-4734-ac79-e4f00721d72d,9,human,REJEIÇÃO DA SOLUÇÃO,2026-06-29T12:03:39.461989,,,,,,
8520,3bb25571-22f0-4734-ac79-e4f00721d72d,99999,System,END-DIALOGUE-SYSTEM,2026-06-29T12:03:39.461989,,,,,,
8521,3bb739a2-6649-430e-8061-d0247ab8d93e,-1,System,START-DIALOGUE-SYSTEM,2026-06-20T13:18:30.703945,,,,,,
8522,3bb739a2-6649-430e-8061-d0247ab8d93e,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-20T13:18:30.703945,,,,,,
8523,3bb739a2-6649-430e-8061-d0247ab8d93e,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-20T13:20:42.160421,,,,,,
8524,3bb739a2-6649-430e-8061-d0247ab8d93e,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-20T13:20:42.160421,,,,,,
8525,3bb739a2-6649-430e-8061-d0247ab8d93e,3,human,CONFIRMAÇÃO DA SOLUÇÃO ENTREGUE,2026-06-20T13:22:58.551061,,,,,,
8526,3bb739a2-6649-430e-8061-d0247ab8d93e,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-20T13:22:58.551061,,,,,,
8527,3bb739a2-6649-430e-8061-d0247ab8d93e,5,human,CONFIRMAÇÃO DA SOLUÇÃO ENTREGUE,2026-06-20T13:24:26.375667,,,,,,
8528,3bb739a2-6649-430e-8061-d0247ab8d93e,99999,System,END-DIALOGUE-SYSTEM,2026-06-20T13:24:26.375667,,,,,,
8529,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,-1,System,START-DIALOGUE-SYSTEM,2026-08-06T20:58:52.311602,,,,,,
8530,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-06T20:58:52.311602,,,,,,
8531,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-06T21:00:00.464411,,,,,,
8532,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-06T21:00:00.464411,,,,,,
8533,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,3,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-08-06T21:01:29.040063,,,,,,
8534,3bbd6b77-3f06-4cba-ae46-cf2c814dfbfe,99999,System,END-DIALOGUE-SYSTEM,2026-08-06T21:01:29.040063,,,,,,
8535,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,-1,System,START-DIALOGUE-SYSTEM,2026-07-10T23:21:47.475793,,,,,,
8536,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-10T23:21:47.475793,,,,,,
8537,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-10T23:23:53.150313,,,,,,
8538,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,2,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-07-10T23:23:53.150313,,,,,,
8539,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-10T23:26:21.517814,,,,,,
8540,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-10T23:26:21.517814,,,,,,
8541,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,5,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-10T23:28:28.192699,,,,,,
8542,3bbdaf78-8b21-4d4c-940f-1c9d05fcca47,99999,System,END-DIALOGUE-SYSTEM,2026-07-10T23:28:28.192699,,,,,,
8543,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,-1,System,START-DIALOGUE-SYSTEM,2026-08-06T18:27:31.641552,,,,,,
8544,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-06T18:27:31.641552,,,,,,
8545,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-06T18:30:15.928849,,,,,,
8546,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-06T18:30:15.928849,,,,,,
8547,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,3,human,SOLICITAÇÃO DE NOVA TENTATIVA DE SOLUÇÃO,2026-08-06T18:32:34.088791,,,,,,
8548,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,4,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-08-06T18:32:34.088791,,,,,,
8549,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,5,human,REJEIÇÃO DA SOLUÇÃO,2026-08-06T18:34:47.483696,,,,,,
8550,3bc3bf90-9b30-4507-b2fe-e9f3fc607127,99999,System,END-DIALOGUE-SYSTEM,2026-08-06T18:34:47.483696,,,,,,
8551,3be95ced-d460-4c85-9824-8d36d1dcddb0,-1,System,START-DIALOGUE-SYSTEM,2026-07-28T16:38:52.182339,,,,,,
8552,3be95ced-d460-4c85-9824-8d36d1dcddb0,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-28T16:38:52.182339,,,,,,
8553,3be95ced-d460-4c85-9824-8d36d1dcddb0,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-28T16:40:57.676551,,,,,,
8554,3be95ced-d460-4c85-9824-8d36d1dcddb0,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-28T16:40:57.676551,,,,,,
8555,3be95ced-d460-4c85-9824-8d36d1dcddb0,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-28T16:44:26.106103,,,,,,
8556,3be95ced-d460-4c85-9824-8d36d1dcddb0,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-28T16:44:26.106103,,,,,,
8557,3be95ced-d460-4c85-9824-8d36d1dcddb0,5,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-28T16:47:52.814389,,,,,,
8558,3be95ced-d460-4c85-9824-8d36d1dcddb0,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-28T16:47:52.814389,,,,,,
8559,3be95ced-d460-4c85-9824-8d36d1dcddb0,7,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-28T16:50:52.530958,,,,,,
8560,3be95ced-d460-4c85-9824-8d36d1dcddb0,99999,System,END-DIALOGUE-SYSTEM,2026-07-28T16:50:52.530958,,,,,,
8561,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,-1,System,START-DIALOGUE-SYSTEM,2026-07-15T01:27:12.567803,,,,,,
8562,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-15T01:27:12.567803,,,,,,
8563,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-15T01:33:15.023538,,,,,,
8564,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-15T01:33:15.023538,,,,,,
8565,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-15T01:38:55.288939,,,,,,
8566,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-15T01:38:55.288939,,,,,,
8567,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-15T01:45:36.820532,,,,,,
8568,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-15T01:45:36.820532,,,,,,
8569,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,7,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-07-15T01:51:35.563511,,,,,,
8570,3bf73630-ea1d-4df8-9479-1c64f6cf78c7,99999,System,END-DIALOGUE-SYSTEM,2026-07-15T01:51:35.563511,,,,,,
8571,3c0670f7-e69e-4002-b5ad-596c100ddeaa,-1,System,START-DIALOGUE-SYSTEM,2026-05-30T22:31:10.901129,,,,,,
8572,3c0670f7-e69e-4002-b5ad-596c100ddeaa,0,ai,APRESENTAÇÃO DO CHATBOT,2026-05-30T22:31:10.901129,,,,,,
8573,3c0670f7-e69e-4002-b5ad-596c100ddeaa,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-30T22:33:10.620816,,,,,,
8574,3c0670f7-e69e-4002-b5ad-596c100ddeaa,2,ai,APRESENTAÇÃO DO CHATBOT,2026-05-30T22:33:10.620816,,,,,,
8575,3c0670f7-e69e-4002-b5ad-596c100ddeaa,3,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-05-30T22:35:31.978801,,,,,,
8576,3c0670f7-e69e-4002-b5ad-596c100ddeaa,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-30T22:35:31.978801,,,,,,
8577,3c0670f7-e69e-4002-b5ad-596c100ddeaa,5,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-05-30T22:37:17.231731,,,,,,
8578,3c0670f7-e69e-4002-b5ad-596c100ddeaa,99999,System,END-DIALOGUE-SYSTEM,2026-05-30T22:37:17.231731,,,,,,
8579,3c1b48fb-eb50-4726-9c78-3994ae29d704,-1,System,START-DIALOGUE-SYSTEM,2026-06-09T04:14:52.767182,,,,,,
8580,3c1b48fb-eb50-4726-9c78-3994ae29d704,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-09T04:14:52.767182,,,,,,
8581,3c1b48fb-eb50-4726-9c78-3994ae29d704,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-06-09T04:17:10.501437,,,,,,
8582,3c1b48fb-eb50-4726-9c78-3994ae29d704,2,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-06-09T04:17:10.501437,,,,,,
8583,3c1b48fb-eb50-4726-9c78-3994ae29d704,3,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-06-09T04:19:23.147119,,,,,,
8584,3c1b48fb-eb50-4726-9c78-3994ae29d704,4,ai,RECOMENDAÇÃO DE SEGURANÇA,2026-06-09T04:19:23.147119,,,,,,
8585,3c1b48fb-eb50-4726-9c78-3994ae29d704,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-09T04:21:25.452367,,,,,,
8586,3c1b48fb-eb50-4726-9c78-3994ae29d704,99999,System,END-DIALOGUE-SYSTEM,2026-06-09T04:21:25.452367,,,,,,
8587,3c286c53-816a-4af6-bcab-f6aa837e2ec3,-1,System,START-DIALOGUE-SYSTEM,2026-05-29T20:42:47.776485,,,,,,
8588,3c286c53-816a-4af6-bcab-f6aa837e2ec3,0,ai,APRESENTAÇÃO DO CHATBOT,2026-05-29T20:42:47.776485,,,,,,
8589,3c286c53-816a-4af6-bcab-f6aa837e2ec3,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-29T20:52:36.139919,,,,,,
8590,3c286c53-816a-4af6-bcab-f6aa837e2ec3,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-29T20:52:36.139919,,,,,,
8591,3c286c53-816a-4af6-bcab-f6aa837e2ec3,3,human,SOLICITAÇÃO DE NOVA TENTATIVA DE SOLUÇÃO,2026-05-29T21:00:17.052670,,,,,,
8592,3c286c53-816a-4af6-bcab-f6aa837e2ec3,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-29T21:00:17.052670,,,,,,
8593,3c286c53-816a-4af6-bcab-f6aa837e2ec3,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-29T21:07:37.314045,,,,,,
8594,3c286c53-816a-4af6-bcab-f6aa837e2ec3,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-29T21:07:37.314045,,,,,,
8595,3c286c53-816a-4af6-bcab-f6aa837e2ec3,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-29T21:14:16.435960,,,,,,
8596,3c286c53-816a-4af6-bcab-f6aa837e2ec3,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-29T21:14:16.435960,,,,,,
8597,3c286c53-816a-4af6-bcab-f6aa837e2ec3,9,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-29T21:21:40.839874,,,,,,
8598,3c286c53-816a-4af6-bcab-f6aa837e2ec3,99999,System,END-DIALOGUE-SYSTEM,2026-05-29T21:21:40.839874,,,,,,
8599,3c3fe766-e1a9-4eab-b490-b746b04a32ed,-1,System,START-DIALOGUE-SYSTEM,2026-08-05T07:48:05.361617,,,,,,
8600,3c3fe766-e1a9-4eab-b490-b746b04a32ed,0,ai,APRESENTAÇÃO DO CHATBOT,2026-08-05T07:48:05.361617,,,,,,
8601,3c3fe766-e1a9-4eab-b490-b746b04a32ed,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-05T07:51:59.637420,,,,,,
8602,3c3fe766-e1a9-4eab-b490-b746b04a32ed,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-05T07:51:59.637420,,,,,,
8603,3c3fe766-e1a9-4eab-b490-b746b04a32ed,3,human,REJEIÇÃO DA SOLUÇÃO,2026-08-05T07:55:13.005558,,,,,,
8604,3c3fe766-e1a9-4eab-b490-b746b04a32ed,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-05T07:55:13.005558,,,,,,
8605,3c3fe766-e1a9-4eab-b490-b746b04a32ed,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-05T07:58:20.499381,,,,,,
8606,3c3fe766-e1a9-4eab-b490-b746b04a32ed,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-08-05T07:58:20.499381,,,,,,
8607,3c3fe766-e1a9-4eab-b490-b746b04a32ed,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-08-05T08:01:58.363228,,,,,,
8608,3c3fe766-e1a9-4eab-b490-b746b04a32ed,99999,System,END-DIALOGUE-SYSTEM,2026-08-05T08:01:58.363228,,,,,,
8609,3c4c61b4-715c-4491-811b-cd2bdedccda0,-1,System,START-DIALOGUE-SYSTEM,2026-06-11T21:09:23.064662,,,,,,
8610,3c4c61b4-715c-4491-811b-cd2bdedccda0,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-11T21:09:23.064662,,,,,,
8611,3c4c61b4-715c-4491-811b-cd2bdedccda0,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-11T21:12:13.646386,,,,,,
8612,3c4c61b4-715c-4491-811b-cd2bdedccda0,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-11T21:12:13.646386,,,,,,
8613,3c4c61b4-715c-4491-811b-cd2bdedccda0,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-11T21:14:48.005277,,,,,,
8614,3c4c61b4-715c-4491-811b-cd2bdedccda0,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-11T21:14:48.005277,,,,,,
8615,3c4c61b4-715c-4491-811b-cd2bdedccda0,5,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-06-11T21:18:04.041069,,,,,,
8616,3c4c61b4-715c-4491-811b-cd2bdedccda0,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-11T21:18:04.041069,,,,,,
8617,3c4c61b4-715c-4491-811b-cd2bdedccda0,7,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-11T21:21:08.026018,,,,,,
8618,3c4c61b4-715c-4491-811b-cd2bdedccda0,8,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-06-11T21:21:08.026018,,,,,,
8619,3c4c61b4-715c-4491-811b-cd2bdedccda0,9,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-06-11T21:24:24.828075,,,,,,
8620,3c4c61b4-715c-4491-811b-cd2bdedccda0,99999,System,END-DIALOGUE-SYSTEM,2026-06-11T21:24:24.828075,,,,,,
8621,3c53d6e7-1f70-4122-8736-c68af1759a3e,-1,System,START-DIALOGUE-SYSTEM,2026-07-21T20:57:35.772294,,,,,,
8622,3c53d6e7-1f70-4122-8736-c68af1759a3e,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-21T20:57:35.772294,,,,,,
8623,3c53d6e7-1f70-4122-8736-c68af1759a3e,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-21T20:58:36.086175,,,,,,
8624,3c53d6e7-1f70-4122-8736-c68af1759a3e,2,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-07-21T20:58:36.086175,,,,,,
8625,3c53d6e7-1f70-4122-8736-c68af1759a3e,3,human,REJEIÇÃO DA SOLUÇÃO,2026-07-21T20:59:38.083517,,,,,,
8626,3c53d6e7-1f70-4122-8736-c68af1759a3e,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-21T20:59:38.083517,,,,,,
8627,3c53d6e7-1f70-4122-8736-c68af1759a3e,5,human,REJEIÇÃO DA SOLUÇÃO,2026-07-21T21:00:25.966376,,,,,,
8628,3c53d6e7-1f70-4122-8736-c68af1759a3e,99999,System,END-DIALOGUE-SYSTEM,2026-07-21T21:00:25.966376,,,,,,
8629,3c556240-09d3-4d89-be89-3dcc6eb44c6c,-1,System,START-DIALOGUE-SYSTEM,2026-07-08T13:11:19.432829,,,,,,
8630,3c556240-09d3-4d89-be89-3dcc6eb44c6c,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-08T13:11:19.432829,,,,,,
8631,3c556240-09d3-4d89-be89-3dcc6eb44c6c,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-08T13:12:32.883743,,,,,,
8632,3c556240-09d3-4d89-be89-3dcc6eb44c6c,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-08T13:12:32.883743,,,,,,
8633,3c556240-09d3-4d89-be89-3dcc6eb44c6c,3,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-07-08T13:14:04.965509,,,,,,
8634,3c556240-09d3-4d89-be89-3dcc6eb44c6c,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-08T13:14:04.965509,,,,,,
8635,3c556240-09d3-4d89-be89-3dcc6eb44c6c,5,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-07-08T13:15:16.925193,,,,,,
8636,3c556240-09d3-4d89-be89-3dcc6eb44c6c,99999,System,END-DIALOGUE-SYSTEM,2026-07-08T13:15:16.925193,,,,,,
8637,3c68756c-150c-4ed9-9bf1-eba1865b6036,-1,System,START-DIALOGUE-SYSTEM,2026-07-31T16:48:06.806971,,,,,,
8638,3c68756c-150c-4ed9-9bf1-eba1865b6036,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-31T16:48:06.806971,,,,,,
8639,3c68756c-150c-4ed9-9bf1-eba1865b6036,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-31T16:50:14.780351,,,,,,
8640,3c68756c-150c-4ed9-9bf1-eba1865b6036,2,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-31T16:50:14.780351,,,,,,
8641,3c68756c-150c-4ed9-9bf1-eba1865b6036,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-31T16:52:17.287774,,,,,,
8642,3c68756c-150c-4ed9-9bf1-eba1865b6036,99999,System,END-DIALOGUE-SYSTEM,2026-07-31T16:52:17.287774,,,,,,
8643,3c91b6e8-af3f-4405-adcf-d28495c96fc7,-1,System,START-DIALOGUE-SYSTEM,2026-07-10T09:11:54.033857,,,,,,
8644,3c91b6e8-af3f-4405-adcf-d28495c96fc7,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-10T09:11:54.033857,,,,,,
8645,3c91b6e8-af3f-4405-adcf-d28495c96fc7,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-10T09:15:22.419129,,,,,,
8646,3c91b6e8-af3f-4405-adcf-d28495c96fc7,2,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-07-10T09:15:22.419129,,,,,,
8647,3c91b6e8-af3f-4405-adcf-d28495c96fc7,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-10T09:19:16.628733,,,,,,
8648,3c91b6e8-af3f-4405-adcf-d28495c96fc7,99999,System,END-DIALOGUE-SYSTEM,2026-07-10T09:19:16.628733,,,,,,
8649,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,-1,System,START-DIALOGUE-SYSTEM,2026-05-27T01:07:02.252728,,,,,,
8650,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,0,ai,APRESENTAÇÃO DO CHATBOT,2026-05-27T01:07:02.252728,,,,,,
8651,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-27T01:10:08.980034,,,,,,
8652,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,2,ai,APRESENTAÇÃO DO CHATBOT,2026-05-27T01:10:08.980034,,,,,,
8653,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-27T01:13:18.825206,,,,,,
8654,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-27T01:13:18.825206,,,,,,
8655,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-05-27T01:17:16.016810,,,,,,
8656,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-05-27T01:17:16.016810,,,,,,
8657,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,7,human,REJEIÇÃO DA SOLUÇÃO,2026-05-27T01:19:47.058121,,,,,,
8658,3c9a0101-dffb-483c-b8d5-5aeea4144a9f,99999,System,END-DIALOGUE-SYSTEM,2026-05-27T01:19:47.058121,,,,,,
8659,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,-1,System,START-DIALOGUE-SYSTEM,2026-06-08T02:45:29.528430,,,,,,
8660,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-08T02:45:29.528430,,,,,,
8661,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-06-08T02:50:55.758158,,,,,,
8662,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,2,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-06-08T02:50:55.758158,,,,,,
8663,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,3,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-06-08T02:56:16.690291,,,,,,
8664,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,4,ai,RESPOSTA COM SOLICITAÇÃO DE INFORMAÇÃO,2026-06-08T02:56:16.690291,,,,,,
8665,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,5,human,SOLICITAÇÃO DIRETA DE HUMANO,2026-06-08T03:01:45.529936,,,,,,
8666,3cb6d7ae-9088-4e4f-b5c9-9402e00c7f7a,99999,System,END-DIALOGUE-SYSTEM,2026-06-08T03:01:45.529936,,,,,,
8667,3cbe85e0-67ba-4377-93a0-27310e9d9786,-1,System,START-DIALOGUE-SYSTEM,2026-07-24T15:38:48.930174,,,,,,
8668,3cbe85e0-67ba-4377-93a0-27310e9d9786,0,ai,APRESENTAÇÃO DO CHATBOT,2026-07-24T15:38:48.930174,,,,,,
8669,3cbe85e0-67ba-4377-93a0-27310e9d9786,1,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-24T15:42:48.417054,,,,,,
8670,3cbe85e0-67ba-4377-93a0-27310e9d9786,2,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-07-24T15:42:48.417054,,,,,,
8671,3cbe85e0-67ba-4377-93a0-27310e9d9786,3,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-24T15:46:08.014237,,,,,,
8672,3cbe85e0-67ba-4377-93a0-27310e9d9786,4,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-24T15:46:08.014237,,,,,,
8673,3cbe85e0-67ba-4377-93a0-27310e9d9786,5,human,SOLICITAÇÃO DE INFORMAÇÃO OU AÇÃO,2026-07-24T15:49:30.147286,,,,,,
8674,3cbe85e0-67ba-4377-93a0-27310e9d9786,6,ai,ENCAMINHAMENTO OUTROS CANAIS,2026-07-24T15:49:30.147286,,,,,,
8675,3cbe85e0-67ba-4377-93a0-27310e9d9786,7,human,SOLICITAÇÃO DE CANAL ALTERNATIVO,2026-07-24T15:53:33.784021,,,,,,
8676,3cbe85e0-67ba-4377-93a0-27310e9d9786,99999,System,END-DIALOGUE-SYSTEM,2026-07-24T15:53:33.784021,,,,,,
8677,3cc0206e-0b58-41f7-8d8c-a52c355bf854,-1,System,START-DIALOGUE-SYSTEM,2026-06-13T00:08:55.675937,,,,,,
8678,3cc0206e-0b58-41f7-8d8c-a52c355bf854,0,ai,APRESENTAÇÃO DO CHATBOT,2026-06-13T00:08:55.675937,,,,,,
8679,3cc0206e-0b58-41f7-8d8c-a52c355bf854,1,human,SOLICITAÇÃO DE BLOQUEIO OU CANCELAMENTO,2026-06-13T00:11:37.669013,,,,,,
8680,3cc0206e-0b58-41f7-8d8c-a52c355bf854,2,ai,RESPOSTA DE INFORMAÇÕES SOLICITADAS,2026-06-13T00:11:37.669013,,,,,,
